epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.0265,1.74043,3.5348,0.96582,0.00436,0.05758,0.00938,0.00244,1.62824,4.18472,0.88698,0.000225,0.000225,0.000225
